Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR338446996337590272,WEBVIP KATARZYNA WŁODARCZAK,,"EU, PL",EU-Parliament,6,500,400,32500,825,3100,11000,3000,142500,1800,1950,4500,350,800
AR338561620424785920,SCHIFF FOR CONGRESS,FEC ID C00343871,US,US-Federal,42,32700,29400,2317250,57475,219000,752000,219500,9712500,126400,140400,308250,25250,49600
AR338568492372459520,Osaühing Initiative,,"EE, EU, LV",EU-Parliament,9,1400,1250,99250,2475,9400,33000,9500,412500,5500,6075,13500,1100,2200
AR338691087918956544,Labour Party,,"EU, GB",EU-Parliament,63,144100,130100,10256000,254450,967500,3327000,972000,43132500,558500,620175,1381500,111750,223400
AR338706618520698880,SARA GIDEON FOR MAINE,FEC ID C00709899,US,US-Federal,420,540100,464950,40282500,909525,3500600,12300000,3462000,163650000,2063500,2251050,4824000,418650,822000
AR338953321442181120,Coalición electoral Barcelona és Capital - Primàries,,"ES, EU",EU-Parliament,92,49500,44300,3462250,86700,329100,1142000,331000,14437500,190700,211050,477000,38850,75800
AR339137970676170752,CDU-Stadtverband Paderborn,,"DE, EU",EU-Parliament,10,1700,1450,124500,2800,10800,38000,10500,510000,6300,6975,15000,1300,2600
AR339259535430516736,IOWA FORWARD,EIN ID 83-4467448,US,US-Federal,11,116700,105750,8427250,206825,789200,2745000,789500,35595000,460300,505050,1132500,92700,184600
AR339910789911543808,CITIZENS FOR HARRY HE,EIN ID 82-2458977,US,US-Federal,1,2200,1900,160250,3700,14000,48000,14000,607500,8100,8775,19500,1700,3400
AR339941851115028480,FRIENDS OF JANET METSA,Registered in Michigan 519512,US,US-Federal,2,1000,850,73250,1650,6400,22000,6500,300000,3700,4125,9000,750,1400
AR340482673396940800,FRIENDS OF TIM BONNER,EIN ID 84-4495282,US,US-Federal,4,0,0,250,0,0,0,0,0,0,0,0,0,0
AR340766690994290688,Teknologia ja tulevaisuus ry,,"EU, FI",EU-Parliament,22,1000,850,66250,1650,6300,22000,6500,270000,3600,4050,9000,750,1400
AR340823659440504832,THE COMMITTEE TO ELECT NOLAND FOR JUDGE,EIN ID 47-5657787,US,US-Federal,1,200,200,17500,400,1600,5000,1500,67500,900,975,2250,200,400
AR34083623510474752,FELLOW AMERICANS,EIN ID 84-3474204,US,US-Federal,1899,41300,36500,3096750,71425,275900,976000,272000,12855000,163100,176700,386250,32600,65200
AR34091663689252864,DEFEND COLORADO,EIN ID 83-3211413,US,US-Federal,1,4000,3550,280250,6950,26400,91000,26500,1170000,15200,16875,38250,3050,6200
AR340989342098915328,FRIENDS OF JAHANA HAYES,FEC ID C00677898,US,US-Federal,6,1900,1650,130750,3225,12300,42000,12500,532500,7100,7725,17250,1500,2800
AR341420762973863936,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,FEC ID C00603084,US,US-Federal,182,236600,211300,17748000,413275,1595300,5633000,1575500,73845000,942000,1021200,2229750,188050,373600
AR342002885661294592,WENDY DAVIS FOR CONGRESS,FEC ID C00713297,US,US-Federal,52,33100,27950,2447000,54725,210600,735000,208000,9907500,123600,135525,288750,25200,49800
AR342176264901099520,Barcelona en Comú,,"ES, EU",EU-Parliament,109,8700,7750,606750,15200,57600,200000,58000,2527500,33400,36975,83250,6800,13200
AR342216740672897024,ALL YOUR FRIENDS AND NEIGHBORS WHO SUPPORT JOHN BLAIR,FEC ID C00716308,US,US-Federal,4,3800,3450,287000,6700,26000,93000,25500,1192500,15300,16575,36000,3050,6000
AR342318651656896512,JDCA PAC,FEC ID C00684969,US,US-Federal,54,3600,3200,266250,6250,23800,83000,24000,1035000,13800,14925,33000,2800,5400
AR342429839770255360,TENNEY FOR CONGRESS,FEC ID C00561183,US,US-Federal,9,1500,1350,109750,2675,10200,35000,10000,457500,5900,6525,15000,1200,2400
AR342474026393796608,"FUEL MARKETING, LLC",EIN ID 73-1664814,US,US-Federal,4,400,350,28000,650,2500,9000,2500,112500,1500,1575,3750,300,600
AR342656201726623744,JASON NICHOLS FOR CONGRESS,FEC ID C00660977,US,US-Federal,4,300,300,23500,550,2100,7000,2000,90000,1200,1275,3000,250,400
AR342669120988250112,TRAVIS OLER FOR US SENATE,EIN ID 83-3789057,US,US-Federal,13,200,200,17750,450,1700,6000,1500,75000,1000,1050,2250,200,400
AR342793984277479424,"A BETTER WISCONSIN TOGETHER, INC.",EIN ID 84-3646174,US,US-Federal,6,55600,47150,4084500,92225,355300,1247000,351000,16837500,209100,228525,489750,42450,83600
AR343251587273064448,Savo-Karjalan vihreät ry,,"EU, FI",EU-Parliament,24,100,100,6750,175,700,2000,500,30000,400,450,750,100,200
AR343297423164047360,SC MOMIROV E-COMMERCE SRL,,"EU, RO",EU-Parliament,14,400,300,26000,575,2200,8000,2000,105000,1300,1425,3000,300,600
AR343672562787549184,ROMANCHUK FOR OHIO,EIN ID 45-4122266,US,US-Federal,15,5000,4550,360500,8925,34000,116000,34000,1522500,19500,21750,48750,3900,7800
AR343993345304952832,Ganas Grzegorz Sienkiewicz,,"EU, PL",EU-Parliament,32,300,300,23000,575,2200,8000,2000,97500,1300,1425,3000,250,600
AR344081993429942272,Βασίλειος Διγαλάκης,,"EU, GR",EU-Parliament,23,500,450,33250,850,3200,11000,3000,142500,1800,2025,4500,400,800
AR344197991906672640,KW Wiosna Roberta Biedronia,,"EU, PL",EU-Parliament,66,3500,3150,245750,6175,23400,81000,23500,1027500,13600,15000,33750,2800,5400
AR344531556246749184,NEIGHBORS FOR SYDNEY,EIN ID 84-3817953,US,US-Federal,16,2600,2350,184250,4575,17400,59000,17500,780000,9900,11175,24750,2000,4000
AR344616493519994880,TERM LIMITS SUPERPAC,EIN ID 83-2072104,US,US-Federal,22,52500,47850,3792500,93625,357500,1214000,357500,16192500,206600,230175,507000,40750,83400
AR344625495771447296,ROSILICIE OCHOA BOGH FOR SENATE 2020,Registered in California,US,US-Federal,15,2100,1950,153750,3800,14500,49000,14500,660000,8400,9300,20250,1650,3400
AR344627832233656320,FRIENDS OF KEVIN THOMAS FOR SENATE,Registered in New York A22271,US,US-Federal,1,600,500,41500,925,3600,13000,3500,172500,2100,2325,5250,450,800
AR344734278703120384,STATE TEA PARTY EXPRESS,FEC ID C90014762,US,US-Federal,104,37300,32650,2733000,63875,242700,844000,243500,10560000,140700,152325,338250,28850,56800
AR344944629021409280,FRIENDS OF MAGGIE HANSFORD,EIN ID 83-0884826,US,US-Federal,5,700,600,46750,1150,4400,15000,4500,195000,2500,2850,6000,500,1000
AR345005995514134528,BOLLIER FOR KANSAS,EIN ID 84-3277099,US,US-Federal,21,268200,236000,19904750,461600,1774800,6218000,1759000,81997500,1042000,1138875,2473500,209350,415400
AR34503980549668864,JERMAINE FOR HOUSE,Registered in Arizona 823806055,US,US-Federal,29,100,50,4500,100,400,1000,500,22500,200,225,750,50,0
AR345065850178371584,FREE THE PEOPLE FIGHT THE POWER FOUNDATION,EIN ID 47-5598652,US,US-Federal,13,11500,10300,821000,20175,76600,265000,77000,3382500,44500,48825,108750,9050,17600
AR345317019865841664,KATHY MANNING FOR CONGRESS,FEC ID C00662577,US,US-Federal,23,11500,10100,825500,19725,75000,258000,75000,3307500,43300,47250,105750,8850,17600
AR345330420163805184,Kalpesh Mehta,,IN,IN-General,4,0,0,750,25,100,0,0,0,0,75,0,0,0
AR345347325155082240,VOTE STACY HALL,EIN ID 84-4735878,US,US-Federal,8,1100,950,79750,1850,7100,25000,7000,330000,4200,4575,9750,850,1600
AR345361000330952704,COMMITTEE TO ELECT KIMBERLY BIZON,FEC ID C00666594,US,US-Federal,28,2200,1950,164250,3825,14600,51000,14500,637500,8500,9150,20250,1750,3400
AR345426421272805376,European Parliament,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, EU, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, MT, NL, PL, PT, RO, SE, SI, SK",EU-Parliament,337,65500,58400,4614250,114225,432900,1504000,436000,18945000,251500,278025,630000,50700,99600
AR345571350649241600,Vrijheidsfonds,,"BE, EU",EU-Parliament,4,700,650,54500,1275,5000,18000,5000,232500,2900,3150,6750,600,1200
AR345590798261157888,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED  FUND (CRNA-PAC),FEC ID C00173153,US,US-Federal,12,41400,36400,3034750,71175,270600,941000,271500,11767500,157100,169650,377250,32150,63000
AR345765070854160384,SPÖ-Landesorganisation Burgenland,,"AT, EU, HU, SK",EU-Parliament,84,29800,26750,2108750,52300,198700,684000,200000,8850000,114600,127500,283500,23150,45400
AR34578884779311104,JOHN L KUEMPEL CAMPAIGN,EIN ID 27-3893259,US,US-Federal,20,2800,2450,206500,4850,18400,64000,18500,802500,10700,11550,25500,2200,4200
AR345833240575082496,CITIZENS FOR ANN GILLESPIE,EIN ID 82-2483726,US,US-Federal,3,1700,1500,124500,2925,11100,38000,11000,480000,6400,6975,15750,1300,2600
AR346096573609934848,KYLE HORTON FOR CONGRESS,FEC ID C00639773,US,US-Federal,1,2100,1850,154000,3600,13700,48000,13500,600000,8000,8550,18750,1650,3200
AR346192918316318720,MORGAN HARPER FOR CONGRESS,FEC ID C00710566,US,US-Federal,3,9300,8450,666750,16575,63100,214000,63500,2842500,36200,40500,89250,7150,14400
AR346269196935495680,MICHIGAN REPUBLICAN PARTY,FEC ID C00041160,US,US-Federal,130,192800,168400,14016500,329325,1251600,4343000,1256000,54375000,725400,784575,1746000,148500,291400
AR346305343380258816,ILLINOIS REPUBLICAN PARTY,EIN ID 36-1257659,US,US-Federal,6,1600,1400,115500,2725,10600,37000,10500,472500,6100,6750,15000,1250,2600
AR346442919772684288,"WINNING FOR WOMEN, INC. PAC",FEC ID C00646703,US,US-Federal,5,4800,4150,332250,8125,30700,106000,31000,1335000,17700,19200,42750,3700,7200
AR346472950184017920,EDWARD E BERGER FOR STATE SENATE DISTRICT 34,EIN ID 47-5118650,US,US-Federal,8,5100,4450,380250,8725,33500,118000,33500,1537500,19700,21375,46500,4000,7800
AR346490336211632128,Welsh Labour,,"EU, GB",EU-Parliament,63,15200,13700,1079500,26750,101800,349000,102000,4537500,58600,65400,144000,11600,23200
AR346649627958706176,JOHN CARTER FOR CONGRESS,FEC ID C00371203,US,US-Federal,83,48000,42150,3525250,82400,313900,1092000,314500,13837500,182600,197775,438750,37250,73600
AR346749477358403584,DENNIS CROSBY,,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR34681139360694272,GRAVIS MARKETING INC.,EIN ID 27-2433668,US,US-Federal,23,3400,3000,252500,5850,22400,79000,22500,1027500,13200,14400,31500,2700,5200
AR347222473516777472,MIKE MILLER FOR CONGRESS,FEC ID C00648816,US,US-Federal,3,300,200,18500,425,1600,6000,1500,75000,1000,1050,2250,200,400
AR347395096842338304,PETE AGUILAR FOR CONGRESS,FEC ID C00510461,US,US-Federal,28,112600,98000,8271000,191650,727500,2531000,731000,31665000,421200,457275,1014000,86350,171600
AR3474456743772160,MIKIE SHERRILL FOR CONGRESS,FEC ID C00640003,US,US-Federal,29,35600,31350,2603250,61350,234200,816000,234000,10470000,136500,148500,329250,27750,54800
AR347568819679526912,FINKENAUER FOR CONGRESS,FEC ID C00637074,US,US-Federal,57,69600,60450,5078250,118250,449800,1563000,451000,19747500,261100,283125,626250,53500,105400
AR347703784731836416,BECCHI FOR CONGRESS,EIN ID 84-2216729,US,US-Federal,38,3500,3150,250500,6150,23400,81000,23500,1050000,13600,15000,33000,2800,5400
AR34770955716788224,"TBP PRODUCTIONS, LLP",EIN ID 26-2585764,US,US-Federal,2,1700,1400,114750,2775,10500,37000,10500,457500,6100,6600,15000,1250,2400
AR347872284888793088,COFFMAN FOR CONGRESS 2018,FEC ID C00629287,US,US-Federal,14,16100,13900,1167500,27175,103300,357000,103500,4515000,59800,64575,145500,12400,24600
AR347905270237626368,HERITAGE ACTION FOR AMERICA,FEC ID C90013525,US,US-Federal,149,57500,49600,4190500,97000,368500,1276000,370000,16050000,213100,231150,513000,44050,87000
AR348170664856780800,KRISTINE REEVES FOR CONGRESS,FEC ID C00733386,US,US-Federal,1,500,450,36500,900,3400,12000,3500,157500,2000,2175,5250,400,800
AR348462516474478592,POLICON Politik- und Kommunikationsberatungs GmbH,,"AT, EU",EU-Parliament,2,200,150,12500,300,1100,4000,1000,52500,700,750,1500,150,200
AR348473030554419200,TODD GLORIA FOR MAYOR 2020,EIN ID 83-2885141,US,US-Federal,5,3000,2750,215250,5375,20500,69000,20500,930000,11800,13125,29250,2300,4800
AR348603803718647808,Lalit Mohan Yadav,,IN,IN-General,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AR348630054558760960,FLORIDA EDUCATION ASSOCIATION,EIN ID 59-3685521,US,US-Federal,1,7200,6050,528750,11875,45800,161000,45000,2167500,27000,29475,63000,5600,10800
AR348694719586369536,CLAUDIA TENNEY FOR CONGRESS,FEC ID C00632828,US,US-Federal,10,10200,8900,739250,17450,66300,230000,66500,2880000,38400,41550,92250,7850,15400
AR348804120993333248,EUpositive.sk,,"EU, SK",EU-Parliament,27,700,650,52250,1300,5000,17000,5000,217500,2900,3225,7500,600,1200
AR348815665865424896,ARIZONA DEMOCRATIC PARTY,EIN ID 86-0125308,US,US-Federal,15,61600,54000,4498500,105575,401400,1395000,402500,17415000,232800,251700,558000,47450,92800
AR3489643748130816,D66,,"AT, BE, DE, ES, EU, FR, GR, HU, IE, NL, PL, PT",EU-Parliament,774,42200,36700,3062000,71775,274400,956000,273500,12487500,160300,176250,386250,32750,64400
AR349031170144468992,CULBERSON FOR CONGRESS,FEC ID C00343236,US,US-Federal,7,4700,4150,346000,8100,30800,107000,31000,1335000,17800,19275,42750,3650,7200
AR349521071294119936,DETTELBACH FOR OHIO,EIN ID 81-3663077,US,US-Federal,5,3900,3450,286750,6775,25700,89000,26000,1117500,14900,16125,36000,3050,6000
AR349802821148737536,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,FEC ID 38-1323848,US,US-Federal,48,56600,47750,4156250,93450,359800,1261000,355500,17062500,211600,231600,494250,43050,84600
AR349830858695245824,EQUALITY CALIFORNIA,EIN ID 95-4708781,US,US-Federal,7,3700,3300,259250,6425,24200,85000,24500,1065000,14200,15525,35250,3050,5600
AR34994019138273280,TONY FOR COUNTY EXECUTIVE INC,EIN ID 83-3809358,US,US-Federal,1,2200,2050,159500,3975,15100,52000,15000,675000,8800,9675,21750,1800,3600
AR350127177078931456,FIFTH INFLUENCE INC,EIN ID 83-0563019,US,US-Federal,1,200,150,12250,300,1200,4000,1000,52500,700,750,1500,150,200
AR350209296853630976,BETO FOR AMERICA,FEC ID C00699090,US,US-Federal,213,681800,606450,47457250,1186225,4496600,15585000,4526500,194445000,2607900,2881050,6411000,528350,1020400
AR350212320510607360,Open VLD,,"BE, EU, NL",EU-Parliament,892,59400,53100,4156000,103825,393800,1367000,396500,17257500,228300,252675,571500,46300,90600
AR350427549911744512,"NO LABELS ACTION, INC.",FEC ID C00680983,US,US-Federal,32,342600,296200,25121500,579300,2198100,7618000,2209000,96090000,1273900,1380150,3084750,261650,525000
AR350443355391393792,DESI FOR CONGRESS,FEC ID H0TX24233,US,US-Federal,11,600,550,41500,1025,3900,13000,4000,180000,2300,2550,5250,450,800
AR350471805254762496,"PARTNERSHIP FOR AMERICA'S HEALTH CARE FUTURE, INC",EIN ID 83-0939222,US,US-Federal,12,73700,65650,5116500,128400,487300,1690000,490000,21187500,281600,311850,696000,57400,111000
AR350559078990217216,FRIENDS OF KERRY W. GIBSON,FEC ID C00734640,US,US-Federal,6,1500,1300,108000,2550,9800,34000,9500,450000,5700,6300,13500,1150,2200
AR350606839026548736,SHANNON RUSSELL,,US,US-Federal,2,100,100,8250,200,700,3000,500,30000,400,450,750,100,200
AR350656935525089280,COLORADANS FOR RESPONSIBLE ENERGY DEVELOPMENT,EIN ID 46-3501403,US,US-Federal,2,0,0,250,0,0,0,0,0,0,0,0,0,0
AR350812378981466112,EDUCATORS SUPPORTING TONY THURMOND FOR SUPERINTENDENT OF PUBLIC  INSTRUCTION 2018 SPONSORED BY TEACHERS ORGANIZATION,EIN ID 82-5356734,US,US-Federal,20,68100,59700,4972750,116750,443800,1541000,445500,19230000,257200,278250,616500,52300,102400
AR350946519400054784,RADINOVICH FOR CONGRESS,FEC ID C00671032,US,US-Federal,38,6700,5850,486000,11425,43400,150000,43500,1890000,25100,27150,60750,5200,10200
AR351183464155840512,NEA DEMOKRATIA,,"BG, DE, EU, GR, IT, RO",EU-Parliament,482,731000,648950,50775250,1269475,4808800,16625000,4845500,210127500,2771600,3075075,6912750,575450,1107200
AR351205591827349504,FRIENDS OF ERIC MOYER,FEC ID C00729137,US,US-Federal,45,200,250,17750,450,1700,6000,1500,75000,1000,1050,2250,200,400
AR351681817801129984,TWGG LLC,EIN ID 47-4204366,US,US-Federal,1612,5400,4900,384500,9600,36500,125000,36500,1635000,21000,23325,52500,4250,8400
AR351743527891238912,CALIFORNIANS ALLIED FOR PATIENT PROTECTION INDEPENDENT EXPENDITURE ACCOUNT,EIN ID 68-0272635,US,US-Federal,2,11700,10650,847250,20800,79400,270000,79500,3592500,45900,51150,112500,9150,18800
AR351821249619427328,CASEY ASKAR FOR CONGRESS,EIN ID 84-5174012,US,US-Federal,8,2700,2450,205500,4750,18300,65000,18000,847500,10900,11700,25500,2150,4200
AR352083414423175168,MARIO DIAZ-BALART FOR CONGRESS,FEC ID C00376087,US,US-Federal,32,16200,14150,1184750,27650,105100,365000,105500,4575000,61000,65925,146250,12450,24600
AR352100113256022016,JOSH STEIN FOR ATTORNEY GENERAL,EIN ID 47-5040088,US,US-Federal,1,14200,12000,1043000,23450,90400,318000,89000,4290000,53400,58275,124500,11000,21200
AR352116399772008448,ALEX MOONEY FOR CONGRESS,FEC ID C00629949,US,US-Federal,50,1500,1300,106500,2550,9700,34000,9500,420000,5600,6075,13500,1150,2200
AR352247928850481152,FDP Landesverband Hamburg,,"DE, EU",EU-Parliament,52,10500,9600,752500,18775,71500,241000,71500,3232500,40900,45900,101250,8100,16200
AR352295688886812672,ZACHARY MONAHAN,,US,US-Federal,10,4100,3650,309750,7150,27600,97000,27000,1275000,16200,17625,38250,3300,6400
AR35267453936205824,FRIENDS OF VIKKI,Registered in Oregon 20022,US,US-Federal,2,700,700,56750,1350,5200,19000,5000,247500,3200,3375,7500,600,1200
AR352692131548102656,VOTEVETS ACTION FUND,EIN ID 51-0596352,US,US-Federal,11,152800,137800,10903250,269525,1026000,3475000,1030000,45990000,585600,658875,1451250,116900,231600
AR35302913186201600,ALEX MORSE FOR CONGRESS,FEC ID C00713289,US,US-Federal,21,43800,36900,3238250,72175,277900,966000,274500,13042500,162300,178575,381000,33050,65800
AR353180520869265408,BRAD JAYNE,,US,US-Federal,9,200,150,13750,300,1200,4000,1000,52500,700,750,1500,150,200
AR353198319213740032,MAST FOR CONGRESS,FEC ID C00632257,US,US-Federal,86,33600,29300,2376500,57325,218200,757000,218500,9637500,126600,137475,306000,26050,50800
AR353246560286408704,LET AMERICA VOTE PAC,FEC ID C00632398,US,US-Federal,32,11400,10100,857000,19725,76200,270000,75000,3540000,45100,48825,105750,9050,17600
AR353450244815454208,PUTNAM FOR CONGRESS,FEC ID C00720474,US,US-Federal,28,1800,1650,128500,3200,12200,41000,12000,547500,7000,7800,17250,1400,2800
AR353644514776186880,COMMITTEE TO ELECT MATTHEW WINSLOW,Registered in North Carolina STAP77905C001,US,US-Federal,2,300,250,20250,450,1800,6000,1500,82500,1000,1125,2250,200,400
AR353832531264536576,Associazione Ricostruire,,"EU, IT",EU-Parliament,5,800,700,58500,1350,5200,18000,5000,240000,3100,3300,7500,600,1200
AR354324219120582656,TENNESSEE JOBS NOW,EIN ID 82-3720631,US,US-Federal,30,189400,162250,13011250,317325,1199500,4198000,1209000,52650000,700000,755175,1678500,144400,279400
AR354387784636563456,BRUNO PORTIGLIATTI CAMPAIGN,EIN ID 82-1582389,US,US-Federal,5,1400,1150,102000,2275,8700,30000,8500,405000,5100,5625,12000,1050,2000
AR354460077526089728,Bechtold For Indiana,EIN ID 82-2032925,US,US-Federal,18,1300,1150,94500,2225,8500,29000,8500,375000,4900,5325,12000,1000,2000
AR35484332604784640,"REARDEN STRATEGIC, INC",EIN ID 81-2490644,US,US-Federal,41,4800,4250,351750,8275,31400,109000,31500,1365000,18200,19725,43500,3700,7200
AR355119372185894912,Bündnis 90/Die Grünen Ortsverband Gütersloh Bündnis 90/Die Grünen Gütersloh,,"DE, EU",EU-Parliament,6,600,500,42250,950,3600,13000,3500,172500,2100,2325,5250,450,800
AR355328966589939712,SPD Unterbezirk Kreis Soest,,"DE, EU",EU-Parliament,3,1300,1150,99000,2200,8500,30000,8500,397500,5000,5475,12000,1000,2000
AR355460358229458944,DAN ROMANO FOR YONKERS CITY JUDGE,EIN ID 84-4211085,US,US-Federal,3,0,0,1750,50,100,1000,0,7500,100,75,0,0,0
AR355494924126257152,RPAC OF VIRGINIA,EIN ID 54-0899688,US,US-Federal,2,4000,3550,277500,6900,26200,90000,26500,1132500,15000,16650,37500,3150,6000
AR356167000608735232,GILL FOR INDIANA,EIN ID 82-3552871,US,US-Federal,3,200,150,11000,250,1000,3000,1000,45000,600,600,1500,100,200
AR356229672771518464,"YES ON MEASURE V, VOTE AFFORDABLE SAN JOSE, SUPPORTED BY MAYOR  SAM LICCARDO",EIN ID 83-1848881,US,US-Federal,4,0,0,500,0,0,0,0,0,0,0,0,0,0
AR356276470735175680,WILDE FOR OREGON,EIN ID 82-3947734,US,US-Federal,2,1100,950,79000,1825,7000,24000,7000,300000,4000,4350,9750,850,1600
AR356402296097079296,"INTERNATIONAL UNION, UAW",EIN ID 38-0679801,US,US-Federal,277,62700,54600,4595000,106825,405500,1410000,407500,17662500,235300,254700,565500,48050,95400
AR356538498099970048,KARL GENTLES FOR CONGRESS,FEC ID C00723197,US,US-Federal,7,200,200,17500,425,1600,6000,1500,75000,1000,1050,2250,200,400
AR356558220589793280,ALYSE FOR ALASKA,FEC ID C00665711,US,US-Federal,14,5800,4900,425500,9575,36800,129000,36500,1747500,21700,23700,50250,4400,8600
AR356821347466215424,KIMFORCONGRESS,FEC ID C00701706,US,US-Federal,35,18500,16600,1370500,32425,124700,435000,123500,5737500,73000,79875,174000,14600,28800
AR356967719951663104,"HEADS, s.r.o.",,"EU, SK",EU-Parliament,31,6200,5500,429500,10750,40800,141000,41000,1770000,23600,26175,58500,4750,9200
AR356996857009799168,TUBERVILLE FOR SENATE,EIN ID 83-4333687,US,US-Federal,33,15400,13900,1127250,27150,104100,362000,103500,4732500,60700,66675,147750,12200,24400
AR357170442408034304,Golden Rabbit Communications Private Limited,,IN,IN-General,226,11200,10100,798750,19750,75200,256000,75500,3382500,43400,48300,107250,8550,17200
AR357183361669660672,SHOWTIME NETWORKS INC,EIN ID 13-3174413,US,US-Federal,14,69900,61000,5072000,119325,455700,1587000,455000,20542500,265900,291975,642000,54300,106400
AR35731241684697088,ANN JOHNSON CAMPAIGN,EIN ID 45-4077371,US,US-Federal,6,29100,25750,2109500,50400,193000,662000,192000,8902500,112100,124200,270000,22400,45000
AR35758111000100864,BEN MARCUS FOR STATE REPRESENTATIVE,Registered in Florida 74822,US,US-Federal,1,500,400,36500,825,3100,11000,3000,142500,1800,2025,4500,400,800
AR357625640221933568,DEBBIE LESKO FOR CONGRESS,FEC ID C00663914,US,US-Federal,7,6000,5400,439250,10550,40500,141000,40500,1837500,23600,25950,57000,4650,9400
AR357701918841110528,GILLIBRAND FOR SENATE,FEC ID C00413914,US,US-Federal,19,33900,29500,2414500,57675,218800,760000,220000,9532500,126900,137400,304500,26200,50600
AR358038369399209984,SHIVA 4 SENATE,FEC ID C00638148,US,US-Federal,57,47000,40050,3492250,78350,300100,1045000,298500,13740000,175500,192150,413250,35900,71200
AR358047509089615872,VICTORIA SPARTZ FOR CONGRESS,FEC ID C00737767,US,US-Federal,3,700,600,52250,1225,4700,17000,4500,217500,2800,3000,6750,550,1200
AR358136294653558784,MICHAEL LAPAGLIA COMMITTEE,Registered in North Carolina,US,US-Federal,17,3100,2800,220750,5525,21000,71000,21000,952500,12100,13500,30000,2400,4800
AR358156841777102848,Szabó István,,"EU, HU",EU-Parliament,241,1200,1100,85750,2150,8200,28000,8000,367500,4800,5250,12000,1000,2000
AR358595615636062208,LISA GODZICH FOR HOUSE,EIN ID 82-3020017,US,US-Federal,3,100,100,9000,200,800,3000,1000,37500,500,525,750,100,200
AR358838057949986816,FRIENDS OF CHRIS PIELLI,EIN ID 46-1844937,US,US-Federal,3,2600,2300,181500,4500,17200,59000,17000,757500,9800,10950,24750,2000,4000
AR358902929136025600,"KOWAL FOR CONGRESS, INC",FEC ID C00744672,US,US-Federal,31,2000,1750,150000,3425,13200,46000,13000,607500,7800,8475,18000,1550,3000
AR358916054556082176,Kresťanská únia,,"EU, SK",EU-Parliament,29,4100,3700,287250,7200,27300,95000,27500,1200000,15800,17550,39750,3200,6200
AR358979551352586240,CHRIS PAPPAS FOR CONGRESS,FEC ID C00660464,US,US-Federal,17,6300,5500,463250,10725,40900,143000,41000,1815000,23800,25875,57000,4850,9600
AR35908812812582912,JENNIFER BARBOSA FOR CONGRESS,FEC ID C00699926,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR359562086356877312,ENVIRONMENTAL LAW AND POLICY CENTER ACTION FUND,EIN ID 26-4767097,US,US-Federal,4,6700,5700,501750,11125,42800,149000,42500,2002500,25000,27525,58500,5100,10200
AR359595484022571008,HILTON MULTIMEDIA,EIN ID 27-2173317,US,US-Federal,4,500,450,39500,900,3400,12000,3500,165000,2000,2175,4500,400,800
AR359654170455703552,"Freie Demokratische Partei (FDP), Landesverband Bayern eingetragener Verein",,"AT, DE, EU",EU-Parliament,15,200,150,11250,275,1000,4000,1000,45000,600,675,1500,100,200
AR359682482880118784,CHRIS LENGQUIST,Registered in Kansas,US,US-Federal,3,0,0,1250,25,100,0,0,7500,100,75,0,0,0
AR359708939878662144,ANNIE OLIVA FOR SENATE 2020,EIN ID 83-3943476,US,US-Federal,1,1700,1550,120250,3000,11500,38000,11500,517500,6600,7350,16500,1300,2600
AR35971966011703296,JOHN ZODY FOR INDIANA,EIN ID 84-3451514,US,US-Federal,13,1000,850,72000,1700,6600,24000,6500,307500,3900,4200,9000,800,1600
AR359844592125739008,FRIENDS OF JOHN H MERRILL FOR U.S. SENATE,EIN ID 84-2081980,US,US-Federal,7,1000,900,70250,1775,6700,23000,7000,300000,3900,4275,9750,800,1600
AR359888847468756992,LISA BLUNT ROCHESTER FOR CONGRESS,FEC ID C00590778,US,US-Federal,1,5400,4750,393750,9275,35200,122000,35500,1522500,20400,22125,48750,4150,8200
AR359960590602469376,GINA ORTIZ JONES FOR CONGRESS,EIN ID 82-2233589,US,US-Federal,38,16000,14050,1154250,27525,105200,367000,105000,4807500,61400,67500,148500,12500,24400
AR359983749066129408,CDU Landesverband Rheinland-Pfalz,,"DE, EU",EU-Parliament,12,4400,3850,332000,7525,28900,102000,28500,1357500,17100,18600,39750,3450,6800
AR360017284170776576,PERSPECTIVE WEALTH PLANNING,EIN ID 81-5347767,US,US-Federal,2,100,50,5750,125,500,2000,500,22500,300,300,750,50,200
AR360074664933851136,GRETCHEN DRISKELL FOR CONGRESS,FEC ID C00572859,US,US-Federal,6,10100,9000,744500,17575,67400,236000,67000,3060000,39500,42900,94500,7900,15800
